2001	251520	79875
2002	264660	80574
2003	278120	86487
2004	279140	87648
2005	280500	86114
2006	292600	88105
2007	307440	82071
2008	309400	79061
2009	325970	80595
2010	330410	79281
2011	338920	81705
2012	341880	82062
2013	351120	85035
2014	359580	84052
2015	368800	87301
2016	381710	91884
2017	397740	96744
2018	405720	98823
2019	422690	101293
2020	430000	103335
2021	438000	105768
2022	450000	107532
2023	460800	108204
